date,day_of_week,month,year,temperature,humidity,is_holiday,virus_outbreak,previous_patients,patient_count,patient_count_tomorrow
2024-05-18,5,5,2024,30.3,73.3,0,0,118,219,299
2024-05-19,6,5,2024,41.1,66.3,0,1,202,299,176
2024-05-20,0,5,2024,23.6,62.0,0,0,195,176,239
2024-05-21,1,5,2024,18.6,62.7,0,1,178,239,188
2024-05-22,2,5,2024,14.0,62.1,0,0,138,188,223
2024-05-23,3,5,2024,19.2,82.0,0,0,158,223,222
2024-05-24,4,5,2024,24.7,73.9,0,0,172,222,209
2024-05-25,5,5,2024,39.4,20.9,0,1,132,209,254
2024-05-26,6,5,2024,20.9,74.8,0,1,157,254,219
2024-05-27,0,5,2024,26.8,67.9,0,0,199,219,206
2024-05-28,1,5,2024,24.9,64.7,0,0,222,206,204
2024-05-29,2,5,2024,34.5,59.2,0,0,167,204,235
2024-05-30,3,5,2024,45.2,81.9,0,0,202,235,157
2024-05-31,4,5,2024,20.8,79.2,0,0,122,157,267
2024-06-01,5,6,2024,21.1,53.4,0,0,199,267,225
2024-06-02,6,6,2024,33.4,71.1,0,0,155,225,210
2024-06-03,0,6,2024,30.5,50.4,0,0,189,210,207
2024-06-04,1,6,2024,39.8,44.3,0,0,172,207,249
2024-06-05,2,6,2024,29.7,55.6,0,0,219,249,214
2024-06-06,3,6,2024,22.1,77.9,0,0,153,214,234
2024-06-07,4,6,2024,29.7,79.3,0,0,198,234,224
2024-06-08,5,6,2024,33.9,72.7,0,0,171,224,257
2024-06-09,6,6,2024,31.6,75.9,0,0,175,257,168
2024-06-10,0,6,2024,29.1,72.7,0,0,174,168,208
2024-06-11,1,6,2024,33.5,55.4,0,0,154,208,200
2024-06-12,2,6,2024,34.4,71.5,0,0,179,200,244
2024-06-13,3,6,2024,36.1,77.0,0,0,178,244,236
2024-06-14,4,6,2024,30.2,76.3,0,0,187,236,246
2024-06-15,5,6,2024,23.7,82.8,0,0,182,246,255
2024-06-16,6,6,2024,26.2,75.6,0,0,203,255,186
2024-06-17,0,6,2024,34.7,70.3,0,0,207,186,175
2024-06-18,1,6,2024,18.5,81.1,0,0,148,175,234
2024-06-19,2,6,2024,27.9,64.6,0,0,206,234,232
2024-06-20,3,6,2024,21.9,51.8,0,1,144,232,253
2024-06-21,4,6,2024,25.2,62.6,1,0,197,253,255
2024-06-22,5,6,2024,35.2,53.8,0,0,198,255,207
2024-06-23,6,6,2024,26.5,54.9,1,0,122,207,185
2024-06-24,0,6,2024,25.4,62.8,0,0,182,185,194
2024-06-25,1,6,2024,14.1,53.1,0,0,165,194,171
2024-06-26,2,6,2024,31.0,60.4,0,0,157,171,264
2024-06-27,3,6,2024,30.2,36.6,0,0,220,264,235
2024-06-28,4,6,2024,42.3,68.2,0,0,160,235,243
2024-06-29,5,6,2024,22.5,65.0,1,0,155,243,222
2024-06-30,6,6,2024,26.8,52.7,0,0,182,222,226
2024-07-01,0,7,2024,27.0,74.9,0,0,200,226,244
2024-07-02,1,7,2024,37.6,79.1,0,0,175,244,208
2024-07-03,2,7,2024,24.2,40.9,0,0,214,208,241
2024-07-04,3,7,2024,27.2,53.6,1,0,195,241,206
2024-07-05,4,7,2024,29.9,53.5,0,0,114,206,234
2024-07-06,5,7,2024,26.5,50.9,0,1,164,234,245
2024-07-07,6,7,2024,21.4,77.4,0,0,163,245,217
2024-07-08,0,7,2024,26.6,62.1,0,0,194,217,170
2024-07-09,1,7,2024,33.6,61.0,1,0,101,170,258
2024-07-10,2,7,2024,16.8,34.9,0,0,256,258,204
2024-07-11,3,7,2024,26.1,74.5,0,0,195,204,207
2024-07-12,4,7,2024,19.4,46.4,0,0,184,207,259
2024-07-13,5,7,2024,34.6,65.9,0,0,215,259,268
2024-07-14,6,7,2024,12.8,69.2,0,0,250,268,195
2024-07-15,0,7,2024,20.5,85.4,0,0,206,195,231
2024-07-16,1,7,2024,28.0,45.4,0,0,208,231,230
2024-07-17,2,7,2024,37.5,19.7,1,0,183,230,233
2024-07-18,3,7,2024,24.5,67.8,0,0,175,233,220
2024-07-19,4,7,2024,20.6,92.0,0,0,165,220,245
2024-07-20,5,7,2024,40.0,83.6,0,0,155,245,225
2024-07-21,6,7,2024,13.4,68.1,0,0,159,225,204
2024-07-22,0,7,2024,7.4,57.6,0,0,139,204,195
2024-07-23,1,7,2024,28.5,77.1,0,0,177,195,223
2024-07-24,2,7,2024,21.0,50.4,0,0,129,223,221
2024-07-25,3,7,2024,16.8,72.1,0,0,185,221,212
2024-07-26,4,7,2024,30.7,72.6,1,0,178,212,261
2024-07-27,5,7,2024,27.0,80.9,0,0,184,261,239
2024-07-28,6,7,2024,20.5,106.4,0,0,164,239,243
2024-07-29,0,7,2024,14.8,70.9,0,0,272,243,244
2024-07-30,1,7,2024,32.0,57.4,0,0,220,244,207
2024-07-31,2,7,2024,30.2,64.6,0,0,142,207,218
2024-08-01,3,8,2024,24.2,38.5,0,0,186,218,247
2024-08-02,4,8,2024,39.8,54.6,0,0,161,247,224
2024-08-03,5,8,2024,16.4,58.9,0,0,149,224,236
2024-08-04,6,8,2024,12.8,57.1,0,0,139,236,170
2024-08-05,0,8,2024,19.5,67.3,0,0,192,170,206
2024-08-06,1,8,2024,24.6,52.7,0,0,159,206,219
2024-08-07,2,8,2024,26.9,81.8,0,0,209,219,285
2024-08-08,3,8,2024,23.1,65.0,0,1,209,285,284
2024-08-09,4,8,2024,27.8,64.9,0,1,221,284,228
2024-08-10,5,8,2024,15.0,60.1,0,0,154,228,267
2024-08-11,6,8,2024,36.6,67.3,0,0,194,267,192
2024-08-12,0,8,2024,24.3,77.4,0,0,198,192,231
2024-08-13,1,8,2024,33.9,52.0,0,0,165,231,238
2024-08-14,2,8,2024,27.7,55.1,0,0,156,238,251
2024-08-15,3,8,2024,28.7,60.4,0,0,228,251,261
2024-08-16,4,8,2024,29.6,44.8,0,0,186,261,241
2024-08-17,5,8,2024,28.6,52.7,0,0,199,241,254
2024-08-18,6,8,2024,30.1,57.9,0,1,155,254,191
2024-08-19,0,8,2024,35.6,78.1,0,0,143,191,208
2024-08-20,1,8,2024,26.6,68.9,0,0,162,208,211
2024-08-21,2,8,2024,30.7,67.9,0,0,176,211,219
2024-08-22,3,8,2024,24.3,77.8,0,0,148,219,242
2024-08-23,4,8,2024,36.5,62.9,0,0,179,242,202
2024-08-24,5,8,2024,19.6,70.9,0,0,129,202,250
2024-08-25,6,8,2024,39.4,63.5,0,0,146,250,221
2024-08-26,0,8,2024,24.7,69.0,0,0,200,221,212
2024-08-27,1,8,2024,13.6,56.3,0,0,198,212,229
2024-08-28,2,8,2024,26.0,28.4,0,0,168,229,191
2024-08-29,3,8,2024,19.6,63.0,0,0,149,191,230
2024-08-30,4,8,2024,31.7,86.3,0,0,149,230,215
2024-08-31,5,8,2024,19.8,78.9,0,0,168,215,239
2024-09-01,6,9,2024,21.4,79.5,0,0,199,239,196
2024-09-02,0,9,2024,9.9,83.5,0,0,207,196,188
2024-09-03,1,9,2024,21.4,66.3,0,0,165,188,186
2024-09-04,2,9,2024,5.6,68.0,0,0,145,186,220
2024-09-05,3,9,2024,12.3,55.7,0,0,188,220,240
2024-09-06,4,9,2024,31.1,60.3,0,0,155,240,234
2024-09-07,5,9,2024,31.3,74.2,0,0,164,234,244
2024-09-08,6,9,2024,28.4,83.1,1,0,219,244,225
2024-09-09,0,9,2024,17.3,62.9,0,0,204,225,199
2024-09-10,1,9,2024,24.6,58.2,0,0,184,199,202
2024-09-11,2,9,2024,25.0,65.0,0,0,141,202,231
2024-09-12,3,9,2024,15.7,74.0,0,0,186,231,256
2024-09-13,4,9,2024,37.0,43.3,0,0,211,256,257
2024-09-14,5,9,2024,32.0,30.6,0,0,168,257,273
2024-09-15,6,9,2024,23.2,56.7,0,0,220,273,205
2024-09-16,0,9,2024,25.2,46.7,0,0,218,205,263
2024-09-17,1,9,2024,26.7,57.4,0,0,229,263,216
2024-09-18,2,9,2024,8.7,62.8,0,0,189,216,230
2024-09-19,3,9,2024,23.0,58.2,0,0,197,230,263
2024-09-20,4,9,2024,19.5,86.8,0,0,222,263,247
2024-09-21,5,9,2024,17.0,69.9,0,0,193,247,274
2024-09-22,6,9,2024,22.8,69.5,1,1,164,274,241
2024-09-23,0,9,2024,39.4,74.3,0,0,166,241,211
2024-09-24,1,9,2024,30.1,47.9,0,0,187,211,195
2024-09-25,2,9,2024,20.4,80.6,0,0,141,195,228
2024-09-26,3,9,2024,29.6,63.9,0,0,175,228,269
2024-09-27,4,9,2024,36.2,75.1,0,0,212,269,197
2024-09-28,5,9,2024,32.4,48.9,0,0,114,197,239
2024-09-29,6,9,2024,25.5,41.7,0,0,226,239,204
2024-09-30,0,9,2024,19.8,77.3,0,0,213,204,185
2024-10-01,1,10,2024,30.6,70.6,0,0,166,185,222
2024-10-02,2,10,2024,28.1,51.5,0,0,196,222,239
2024-10-03,3,10,2024,32.2,52.0,0,0,180,239,240
2024-10-04,4,10,2024,30.1,81.9,1,0,216,240,239
2024-10-05,5,10,2024,33.4,47.2,0,0,209,239,259
2024-10-06,6,10,2024,20.7,89.6,1,1,137,259,229
2024-10-07,0,10,2024,35.5,51.5,0,0,197,229,185
2024-10-08,1,10,2024,26.6,74.6,1,0,173,185,242
2024-10-09,2,10,2024,41.6,60.1,0,0,182,242,229
2024-10-10,3,10,2024,19.5,74.0,0,0,158,229,303
2024-10-11,4,10,2024,38.9,56.8,0,1,232,303,276
2024-10-12,5,10,2024,26.6,62.6,0,0,211,276,299
2024-10-13,6,10,2024,19.8,65.6,0,1,157,299,181
2024-10-14,0,10,2024,21.1,50.0,0,0,139,181,208
2024-10-15,1,10,2024,22.4,76.1,0,0,168,208,221
2024-10-16,2,10,2024,28.4,57.3,0,0,193,221,258
2024-10-17,3,10,2024,29.2,61.6,0,1,187,258,272
2024-10-18,4,10,2024,20.4,50.1,0,0,217,272,233
2024-10-19,5,10,2024,24.8,26.6,0,0,203,233,259
2024-10-20,6,10,2024,42.1,62.1,0,0,209,259,235
2024-10-21,0,10,2024,38.8,101.2,0,0,189,235,237
2024-10-22,1,10,2024,28.5,76.8,0,1,138,237,212
2024-10-23,2,10,2024,25.3,64.7,0,0,174,212,254
2024-10-24,3,10,2024,26.0,61.1,0,0,211,254,243
2024-10-25,4,10,2024,29.9,65.3,0,0,178,243,268
2024-10-26,5,10,2024,16.8,73.2,0,0,195,268,273
2024-10-27,6,10,2024,22.9,47.3,0,1,170,273,200
2024-10-28,0,10,2024,11.7,81.7,0,0,149,200,252
2024-10-29,1,10,2024,28.2,75.7,0,0,176,252,260
2024-10-30,2,10,2024,30.2,75.8,0,1,189,260,219
2024-10-31,3,10,2024,21.1,71.6,0,0,160,219,252
2024-11-01,4,11,2024,37.6,65.3,0,0,172,252,224
2024-11-02,5,11,2024,15.2,75.1,0,0,151,224,297
2024-11-03,6,11,2024,13.3,73.9,0,0,213,297,231
2024-11-04,0,11,2024,26.8,59.7,0,1,171,231,257
2024-11-05,1,11,2024,33.4,56.4,0,1,223,257,235
2024-11-06,2,11,2024,38.5,66.5,0,0,225,235,244
2024-11-07,3,11,2024,21.3,88.2,0,0,177,244,268
2024-11-08,4,11,2024,33.6,46.4,1,1,149,268,213
2024-11-09,5,11,2024,24.7,43.0,0,0,117,213,244
2024-11-10,6,11,2024,23.6,67.5,1,0,135,244,170
2024-11-11,0,11,2024,32.1,65.8,0,0,138,170,261
2024-11-12,1,11,2024,30.2,67.6,0,1,221,261,224
2024-11-13,2,11,2024,12.4,68.7,0,0,183,224,291
2024-11-14,3,11,2024,36.8,61.7,0,1,191,291,230
2024-11-15,4,11,2024,36.0,87.3,0,1,113,230,210
2024-11-16,5,11,2024,20.0,41.0,0,0,144,210,253
2024-11-17,6,11,2024,28.2,52.6,0,0,206,253,216
2024-11-18,0,11,2024,29.0,63.5,1,1,188,216,233
2024-11-19,1,11,2024,27.1,40.4,0,0,175,233,275
2024-11-20,2,11,2024,20.6,62.4,0,1,196,275,277
2024-11-21,3,11,2024,19.6,89.9,0,1,229,277,254
2024-11-22,4,11,2024,24.8,65.3,0,0,173,254,279
2024-11-23,5,11,2024,34.4,68.5,0,1,182,279,282
2024-11-24,6,11,2024,29.3,46.1,0,1,185,282,253
2024-11-25,0,11,2024,22.0,55.8,1,1,251,253,187
2024-11-26,1,11,2024,31.2,59.4,0,0,117,187,196
2024-11-27,2,11,2024,2.2,60.2,0,0,200,196,237
2024-11-28,3,11,2024,34.2,84.2,0,0,176,237,237
2024-11-29,4,11,2024,11.1,73.4,0,0,197,237,248
2024-11-30,5,11,2024,22.1,48.3,0,0,160,248,277
2024-12-01,6,12,2024,16.0,68.7,0,1,178,277,209
2024-12-02,0,12,2024,14.6,72.5,0,0,201,209,245
2024-12-03,1,12,2024,34.3,82.1,0,0,273,245,233
2024-12-04,2,12,2024,21.3,88.7,0,0,204,233,259
2024-12-05,3,12,2024,27.8,49.8,0,1,154,259,218
2024-12-06,4,12,2024,24.6,52.8,0,0,167,218,246
2024-12-07,5,12,2024,28.8,46.1,0,0,166,246,238
2024-12-08,6,12,2024,25.6,61.5,0,0,126,238,213
2024-12-09,0,12,2024,14.7,72.0,0,1,170,213,220
2024-12-10,1,12,2024,33.0,79.8,0,0,201,220,210
2024-12-11,2,12,2024,21.0,63.9,0,0,141,210,246
2024-12-12,3,12,2024,12.5,60.2,0,1,211,246,274
2024-12-13,4,12,2024,21.6,67.3,0,1,194,274,257
2024-12-14,5,12,2024,37.0,52.5,0,1,157,257,274
2024-12-15,6,12,2024,31.8,96.3,0,0,175,274,261
2024-12-16,0,12,2024,22.2,40.9,0,0,227,261,235
2024-12-17,1,12,2024,22.2,67.8,0,1,202,235,231
2024-12-18,2,12,2024,22.4,95.4,0,0,180,231,252
2024-12-19,3,12,2024,41.6,65.1,0,1,172,252,258
2024-12-20,4,12,2024,28.1,62.1,0,0,182,258,225
2024-12-21,5,12,2024,28.4,59.6,0,0,164,225,242
2024-12-22,6,12,2024,33.2,62.3,0,0,116,242,220
2024-12-23,0,12,2024,26.9,85.6,0,0,241,220,214
2024-12-24,1,12,2024,22.9,31.8,1,0,184,214,213
2024-12-25,2,12,2024,23.4,88.0,0,0,191,213,268
2024-12-26,3,12,2024,24.4,43.6,0,1,178,268,218
2024-12-27,4,12,2024,24.7,61.0,1,0,157,218,257
2024-12-28,5,12,2024,30.8,58.6,0,0,174,257,257
2024-12-29,6,12,2024,25.4,73.8,0,1,132,257,237
2024-12-30,0,12,2024,30.9,41.0,0,0,248,237,203
